Measure,Industry,Region,Quarter,Value,Flags
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-08",27925800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-08",71311100,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-08",73853700,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-08",27792500,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-08",25000500,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-08",65281800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-08",57263400,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-08",25420300,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-08",23565000,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-08",66512000,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-08",58645100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-08",22981100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-08",24352600,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-08",60718500,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-08",76112900,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-08",26399000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-07",27053800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-07",63535700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-07",62008500,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-07",27527800,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-07",22280800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-07",62406700,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-07",54934000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-07",23888000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-07",22524000,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-07",66314700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-07",54342400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-07",21497600,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-07",22118900,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-07",52335800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-07",69806600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-07",25626600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-06",26405600,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-06",60194800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-06",56814300,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-06",24103100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-06",21303400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-06",57652900,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-06",51079500,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-06",22690800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-06",21083400,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-06",53742400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-06",45456200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-06",20255100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-06",21821400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-06",43009200,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-06",58765000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-06",23968000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-05",23561800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-05",52294300,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-05",49242500,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-05",24057200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-05",20774300,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-05",51070200,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-05",46337500,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-05",23139300,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-05",20452400,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-05",54389400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-05",48556900,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-05",20505200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-05",21693100,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-05",49186400,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-05",58888100,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-05",24487000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-04",24696300,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-04",54882400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-04",53049900,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-04",22838400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-04",19972000,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-04",52317300,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-04",44107400,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-04",21555000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-04",21181100,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-04",54470400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-04",49644800,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-04",19887100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-04",20891700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-04",46874900,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-04",57932800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-04",23241500,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-03",23444500,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-03",53299000,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-03",49108000,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-03",22687600,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-03",18982700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-03",46880500,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-03",40947600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-03",21238800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-03",20742700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-03",43290800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-03",53531400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-03",18707200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-03",20642100,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-03",52260800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-03",42500800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-03",22260800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-02",23051500,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-02",46894600,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-02",48057800,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-02",22835200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-02",19751200,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-02",37646300,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-02",46514600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-02",19713600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-02",20051000,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-02",46652900,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-02",46494600,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-02",18960700,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-02",18950500,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-02",52214800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-02",41260800,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-02",21067300,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-01",20428900,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-01",43727200,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-01",41867200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-01",19660200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-01",16315600,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-01",32285800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-01",43433200,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-01",17754600,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-01",17023400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-01",43738600,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-01",40860400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-01",14945400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-01",15042100,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-01",43310400,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-01",37749900,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-01",19048900,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-00",18625800,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-00",38919800,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-00",38722300,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-00",15522200,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-00",12616000,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-00",30886900,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-00",38680000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-00",16277000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-00",16124200,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-00",36919700,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-00",41203400,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-00",12065700,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Mar-00",12704700,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Mar-00",42127500,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Mar-00",33646000,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Mar-00",18543900,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Dec-99",18883900,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Dec-99",36525000,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Dec-99",35071600,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Dec-99",13768600,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Sep-99",11287300,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Sep-99",27227700,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Sep-99",35714400,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Sep-99",15818900,
"Total earnings","Agriculture, forestry, and fishing","Gisborne","Jun-99",16619300,
"Total earnings","Agriculture, forestry, and fishing","Hawke's Bay","Jun-99",35444200,
"Total earnings","Agriculture, forestry, and fishing","Bay of Plenty","Jun-99",33963100,
"Total earnings","Agriculture, forestry, and fishing","Taranaki","Jun-99",10976200,
"Total earnings","Agriculture, forestry, and fishing","Otago","Jun-99",15286000,
"Total earnings","Mining; electricity, gas, water, and waste services","Wellington","Dec-13",51381900,
"Total earnings","Mining; electricity, gas, water, and waste services","Tasman, Nelson, Marlborough, West Coast","Dec-13",31601900,
"Total earnings","Mining; electricity, gas, water, and waste services","Taranaki","Dec-13",62319000,
"Total earnings","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Dec-13",12397300,
"Total earnings","Mining; electricity, gas, water, and waste services","Gisborne","Dec-13",1261900,
"Total earnings","Mining; electricity, gas, water, and waste services","Hawke's Bay","Dec-13",8658800,
"Total earnings","Mining; electricity, gas, water, and waste services","Northland","Dec-13",17453300,
"Total earnings","Mining; electricity, gas, water, and waste services","Auckland","Dec-13",78024100,
"Total earnings","Mining; electricity, gas, water, and waste services","Waikato","Dec-13",70077400,
